Drug_ID,Drug_Type,Region,Marketing_Spend,Competitor_Count,Price_per_Unit,Doctor_Recommendation,Patient_Awareness_Score,Regulatory_Score,Monthly_Sales
DRG_260,Painkiller,North America,49163.0,6,85.57,67.6293096125498,2.5232274426374524,65.13838038087125,20174
DRG_261,Painkiller,Europe,58374.0,6,94.98,53.211652319419656,9.15289940379274,72.96730050864113,15989
DRG_262,Antidepressant,North America,51140.0,6,89.06,53.77537871045425,2.656855648662635,90.89817471745768,14264
DRG_263,Antihistamine,South America,58081.0,2,75.21,82.8051136837145,8.958157315601946,96.49608815728324,25449
DRG_264,Antibiotic,Europe,36189.0,3,31.36,35.65701120797193,1.0347506364658465,,17144
DRG_265,Antiviral,North America,52540.0,6,31.75,85.62026551559117,6.565627023996523,83.0733102661826,20219
DRG_266,Antibiotic,North America,28794.0,8,96.52,71.89976911160144,9.069855184382437,95.1636811119457,24779
DRG_267,Antiviral,Asia,48331.0,1,5.98,53.517581902361954,1.6874943839822953,54.92734257064712,17578
DRG_268,Antibiotic,North America,36441.0,1,73.02,56.64228932670949,9.68326960099255,61.60392889330825,19770
DRG_269,Antihistamine,Europe,38967.0,2,72.09,40.531776574887665,4.528833604155117,85.44500031257913,19917
DRG_270,Antiviral,Europe,68541.0,6,64.16,80.16914661575798,9.457151084410246,91.18722309561498,23416
DRG_271,Antidepressant,Asia,66369.0,9,99.06,61.029979384421424,6.76820043630047,92.8514514165289,22953
DRG_272,Antibiotic,Europe,59137.0,4,34.63,45.668363419987486,3.0158686987355154,70.75535884274663,18899
DRG_273,Antibiotic,South America,33615.0,3,37.3,67.68400926087602,1.8830252491710642,54.466995114593345,20318
DRG_274,Antiviral,Europe,45253.0,8,12.5,99.65875616410584,3.037350462250994,71.889073864981,18141
DRG_275,Antidepressant,Europe,68196.0,9,47.07,54.820982372524306,0.9301740926267499,61.536729510352686,12611
DRG_276,Antidepressant,North America,52125.0,5,29.8,93.65531206228957,1.4386796634332977,64.55982274983121,21288
DRG_277,Antihistamine,North America,84789.0,9,37.62,47.60134719396529,1.0466044034648114,88.61337784187529,29460
DRG_278,Antidepressant,Europe,55899.0,2,84.28,24.37861655399887,4.229435437415577,53.77635430129435,15581
DRG_279,Antidepressant,Asia,52880.0,3,93.87,36.33936850947431,7.955783762575864,91.3790608740351,16134
DRG_280,Antidepressant,North America,45363.0,7,22.64,53.49561146621474,1.413835542163402,71.38345429120845,15646
DRG_281,Painkiller,Asia,52003.0,7,40.39,37.57079428756552,1.3032043317233588,79.80319655502976,23622
DRG_282,Antihistamine,Europe,47712.0,6,93.22,20.01816305746044,6.434289495173307,54.48261156178395,22242
DRG_283,Antibiotic,Europe,60621.0,6,10.87,93.20012301980218,1.9718298196806627,66.86795391786399,19207
DRG_284,Antiviral,South America,64350.0,2,13.77,87.51035289847432,0.976100381089916,54.48504595074229,15409
DRG_285,Antibiotic,North America,38210.0,6,20.47,79.38337851895577,1.6684857820557764,98.07718614405547,20461
DRG_286,Antihistamine,Europe,30031.0,4,61.55,33.42516765168229,9.23731395876776,90.36308246631252,12176
DRG_287,Antiviral,South America,22456.0,3,19.29,29.629086096798886,8.214712527761908,72.98163771782302,20717
DRG_288,Antihistamine,North America,57619.0,2,96.97,25.40837995779065,3.540645623550941,61.18012741618355,24357
DRG_289,Antidepressant,Europe,33449.0,1,47.44,77.9223351018337,6.5582076732739285,96.67275526249261,13744
DRG_290,Antiviral,Europe,17706.0,5,52.64,94.30463685503082,5.372756736680381,67.22982978634859,12337
DRG_291,Antidepressant,North America,55828.0,2,28.43,54.44286567304296,,58.04922158436874,27897
DRG_292,Antibiotic,North America,87394.0,2,49.74,29.531253759683853,6.826711524627593,78.15821942269774,16941
DRG_293,Antibiotic,North America,49908.0,7,67.88,60.991425658568524,,97.1887060172408,25679
DRG_294,Antiviral,Europe,62577.0,8,76.36,47.90655259669041,2.661013685373086,50.19151452501613,19230
DRG_295,Antiviral,Europe,51227.0,8,76.62,49.985993947999816,0.3900642076281813,61.90624216269994,19190
DRG_296,Antihistamine,South America,48516.0,4,59.9,69.70644993245658,4.555667819901088,96.92238202052039,22192
DRG_297,Antihistamine,Asia,63786.0,1,90.91,77.49744906097618,8.909738846907038,58.554298342858104,15580
DRG_298,Antidepressant,North America,45645.0,7,82.65,28.848287909852868,5.694972585185759,55.662172581990994,20662
DRG_299,Antiviral,Europe,54010.0,1,76.92,22.84721846451811,8.323910417019079,78.50936078999023,18092
DRG_300,Antibiotic,Europe,54825.0,4,10.28,99.54642421485718,9.916243429612281,93.0921911647415,13397
DRG_301,Antihistamine,North America,39978.0,8,5.65,38.618267913244146,1.6361620413827627,73.85549088469631,21687
DRG_302,Antihistamine,Asia,64880.0,2,25.18,24.306441992676724,6.917776391419823,99.72821283422624,18683
DRG_303,Antibiotic,North America,47375.0,6,68.03,35.1900263276736,6.742935737000247,83.95858497689964,19214
DRG_304,Antihistamine,Asia,38663.0,6,44.06,23.116627707877136,9.799554473582784,53.70374536052239,13949
DRG_305,Antidepressant,Europe,58047.0,9,43.23,51.34487156937374,9.856007339528004,99.64160658409877,27957
DRG_306,Antiviral,Asia,36522.0,5,89.04,84.19214275610594,6.866786117241295,70.39471183900952,24383
DRG_307,Antibiotic,South America,50422.0,4,90.08,47.29955598061765,2.4361479198219427,64.37012669227413,24820
DRG_308,Antiviral,Europe,49863.0,5,91.37,55.53467255026932,7.9855583813059905,77.89395917889428,18472
DRG_309,Antihistamine,South America,66288.0,5,34.82,74.0469418853951,1.070291342110381,65.21537959104322,11354
DRG_310,Antihistamine,North America,57120.0,8,70.65,60.71152560559042,,54.322875356007614,29764
DRG_311,Antibiotic,North America,49624.0,8,30.81,88.91565488170593,9.101961241446965,50.07141715395883,19694
DRG_312,Antidepressant,North America,62266.0,2,23.11,89.28285400366052,3.8283339476843525,72.47916764601311,16256
DRG_313,Painkiller,Asia,,7,22.54,20.79285563929229,6.306352949830805,91.84317111132961,22084
DRG_314,Antibiotic,Europe,58367.0,8,187.5,82.24370451865593,4.301427320968263,78.61575928150383,77505
DRG_315,Painkiller,North America,50155.0,6,45.85,56.85868801933391,4.3776505498812845,99.96036494717204,19884
DRG_316,Painkiller,North America,30322.0,5,83.94,99.10724330429305,3.1037088910812005,64.34233228236,26392
DRG_317,Antidepressant,Europe,34023.0,9,16.39,58.65856607003481,,64.02275323800276,25414
DRG_318,Painkiller,North America,45421.0,3,374.09999999999997,98.95167563106381,9.361765641665052,57.98747301169721,43854
DRG_319,Painkiller,South America,40857.0,4,55.49,80.36554889645893,9.40750859234461,,16631
DRG_320,Antidepressant,Europe,47195.0,9,32.35,39.88839076906451,1.7478128487493383,64.25932980050239,24787
DRG_321,Painkiller,Europe,50849.0,6,51.82,63.07159834295661,8.74743649656566,89.64200226367636,6436
DRG_322,Painkiller,Europe,57945.0,8,33.49,99.37085115828663,7.374314414271222,95.28783953182239,19252
DRG_323,Painkiller,South America,,7,61.63,88.6024486201539,2.528374006902893,98.75435848538407,12845
DRG_324,Antibiotic,Europe,,2,46.22,27.789351503297688,0.6728461292151455,61.614482704822635,17617
DRG_325,Antibiotic,South America,50967.0,3,20.62,76.50975974479968,2.6799726688437797,94.0648772807046,18505
DRG_326,Antibiotic,Europe,20368.0,1,16.08,47.646366869665044,9.122082367815256,66.41275446386686,18208
DRG_327,Antidepressant,Asia,35909.0,9,56.94,20.55858095042785,6.331786748957723,55.64202722584422,17238
DRG_328,Antihistamine,North America,47838.0,7,90.73,52.27847752215997,,93.50124627600829,14514
DRG_329,Painkiller,Asia,31854.0,1,37.68,38.7803537379977,2.5715235110909584,81.80528173218093,31459
DRG_330,Painkiller,North America,58998.0,3,74.64,85.50954164163772,7.193881555748202,,29337
DRG_331,Antidepressant,South America,72961.0,4,67.57,46.98644870766124,0.2812150627792376,71.49156287565013,14189
DRG_332,Painkiller,Asia,68281.0,4,93.5,86.20189551630537,3.753213457730138,,27910
DRG_333,Antibiotic,Europe,46798.0,5,82.99,20.047835106783623,6.2675334854233125,86.83972843550984,18002
DRG_334,Antihistamine,North America,72360.0,3,58.83,44.62553200208953,1.4609656554132022,,20645
DRG_335,Antiviral,North America,,3,67.42,39.293217144620954,8.230035744469347,99.46399725531924,19683
DRG_336,Painkiller,Asia,44943.0,1,90.35,38.68538888548888,2.350312988119186,52.737249112979754,16701
DRG_337,Antibiotic,South America,40798.0,7,42.95,25.454929581237018,6.522811128184463,67.75076330681233,24919
DRG_338,Antiviral,Asia,45462.0,1,36.05,34.96994163284014,4.051971425753297,74.09500835549886,20629
DRG_339,Antihistamine,South America,44177.0,2,6.03,64.44396559084959,5.960435954776472,75.15667773741599,17617
DRG_340,Antiviral,South America,52556.0,4,83.52,43.30888582701956,1.0745055262890812,65.79679111928183,13477
DRG_341,Antibiotic,North America,52408.0,4,81.09,53.391582586331836,0.16912799921607324,86.46201245487839,15532
DRG_342,Antiviral,Asia,50045.0,5,14.92,50.14935042777508,9.095644273803012,93.73735367444874,11793
DRG_343,Antidepressant,Asia,56554.0,2,59.8,90.07239399999156,2.696300087671828,96.93596509889315,20061
DRG_344,Antiviral,South America,67859.0,4,49.08,92.42391992084124,8.196770027804591,90.25466883997632,14016
DRG_345,Painkiller,Asia,64243.0,1,16.28,59.436557732468806,9.993503004722001,92.52900986532997,18672
DRG_346,Painkiller,Europe,27726.0,2,98.15,46.41247602524835,2.114312579989112,77.52726503099977,26850
DRG_347,Antidepressant,Europe,11691.0,1,25.4,28.544056320189092,2.6517074118335557,91.29441132134073,25996
DRG_348,Antibiotic,Asia,64014.0,4,11.39,96.2722303505676,6.628597876346657,65.1751954573976,19838
DRG_349,Painkiller,Asia,29496.0,4,61.51,24.818155592023796,9.654486346006212,,19564
DRG_350,Antihistamine,South America,46628.0,7,75.19,43.81202220546243,9.15814348190744,65.84565069092722,29399
DRG_351,Painkiller,Europe,32448.0,9,8.08,43.84529609360033,5.028755200655849,73.36936677239628,22603
DRG_352,Painkiller,Europe,22970.0,9,67.58,45.632102891217194,7.951102825267247,64.27898081193182,18360
DRG_353,Antibiotic,North America,58121.0,5,55.57,33.142947461792744,1.3574585309990106,98.08057211272234,12869
DRG_354,Antiviral,South America,,1,14.81,82.65291447389578,9.774381842040123,65.6422314002834,21969
DRG_355,Painkiller,North America,41352.0,1,21.39,29.79982895727914,9.643532340359865,54.90222690554699,24146
DRG_356,Antidepressant,Europe,11134.0,6,58.96,70.79253273225302,1.6372895787917097,76.34085830252067,16841
DRG_357,Antiviral,South America,41806.0,2,33.15,29.907682136465397,2.994231248031066,52.854953922258815,21456
DRG_358,Antihistamine,Asia,55877.0,8,94.14,25.642851007436526,1.0015499750676693,55.52715831542903,18182
DRG_359,Antibiotic,South America,,9,82.78,92.75436029487012,2.717175988981797,60.969469459812316,19079
DRG_360,Antihistamine,Asia,52750.0,4,98.44,35.21030130549646,8.159557894152066,73.21751249410708,7560
DRG_361,Antiviral,Asia,49770.0,5,29.67,85.70001236477634,3.783156071652595,71.66254661545139,18891
DRG_362,Antiviral,South America,58689.0,8,97.12,63.57046968857087,0.8839696714675838,89.98459310013956,24846
DRG_363,Antiviral,Asia,51793.0,3,45.97,26.228521568701566,3.4222552477890456,86.97373269420567,16842
DRG_364,Antihistamine,North America,35403.0,5,38.01,96.4358553150454,9.813833342412801,71.31591469953506,20262
DRG_365,Antiviral,Europe,67948.0,3,9.78,39.7568933593514,6.296835952592029,66.68521037878149,16220
DRG_366,Antihistamine,Asia,47622.0,3,10.01,88.77162762820852,4.161609464061577,65.82343920307493,21802
DRG_367,Antiviral,North America,,3,70.74,33.50480046276513,1.6653851349727,88.69975436470045,18917
DRG_368,Antidepressant,Asia,36000.0,7,48.5,88.31543057134823,9.861767972836947,52.60362031106349,15303
DRG_369,Antiviral,Europe,43350.0,7,26.52,21.05830503242352,8.208490092631287,50.64108247553029,26662
DRG_370,Antihistamine,North America,36727.0,7,63.33,60.942436525558456,,89.7772195963324,24644
DRG_371,Painkiller,Europe,47405.0,8,29.02,81.55540635372455,0.7006869572118946,73.85731879945246,16975
DRG_372,Antiviral,Europe,75675.0,5,59.88,94.78364139942266,0.5662555737755803,56.544056927678795,22488
DRG_373,Painkiller,North America,29421.0,5,39.12,92.73617089651896,1.2037814950553383,61.778296729725064,22687
DRG_374,Antidepressant,North America,25796.0,4,83.24,85.56998956381159,5.807685836144216,96.62519765486913,23211
DRG_375,Antibiotic,North America,72067.0,7,82.97,91.05530797290433,9.287634212054924,92.9751487812449,11528
DRG_376,Antidepressant,South America,46860.0,4,50.35,35.937574866966116,4.9674342800598446,85.48925251119863,25033
DRG_377,Antiviral,North America,39963.0,2,38.33,42.7347436569383,8.429454824561972,74.11126151686634,17151
DRG_378,Painkiller,North America,65598.0,4,39.44,43.11748199368468,4.458866198598078,76.01618130956929,18210
DRG_379,Painkiller,North America,40915.0,8,81.54,50.16431448013591,7.085835457678252,98.76222676419793,33189
DRG_380,Antihistamine,North America,77390.0,9,36.18,51.4656536308151,7.318727372865008,,21509
DRG_381,Painkiller,Asia,60168.0,3,24.86,63.56442597237404,1.7396370590333865,60.76345228929171,18068
DRG_382,Antihistamine,South America,42681.0,7,13.05,32.79038106931531,3.6121605897581177,90.55522831526591,8973
DRG_383,Antibiotic,Europe,82359.0,9,49.34,75.29973310287915,6.373021565380239,59.86213330835084,26948
DRG_384,Antiviral,North America,40914.0,4,50.8,33.40532314436052,0.7069660818436618,60.67687389419757,13273
DRG_385,Antihistamine,Asia,61131.0,3,84.89,44.8246785683638,3.6154018776295658,83.80465170822885,14982
DRG_386,Antibiotic,Asia,54489.0,5,26.02,60.26761044849232,5.347994662811924,70.25005492937743,18343
DRG_387,Painkiller,Asia,69526.0,1,41.19,83.71524492187818,9.962244930446387,96.577220355326,27082
DRG_388,Painkiller,Europe,73422.0,3,81.8,79.15753865909818,4.745335626224407,54.45048674480044,23866
DRG_389,Antibiotic,North America,50480.0,8,83.24,71.64274851284178,8.160567571143236,75.57628204047465,19210
DRG_390,Painkiller,South America,38698.0,8,41.54,32.461860846413614,4.320672850666178,95.92607652215605,21541
DRG_391,Antibiotic,South America,56899.0,4,48.62,63.76362764924622,7.9639072261970885,95.20568302397525,16998
DRG_392,Antihistamine,Asia,39834.0,2,33.81,26.995720143990837,5.954148016201084,57.82646067078706,20698
DRG_393,Antihistamine,Europe,80200.0,8,93.59,50.189054143732065,8.865954415023984,68.33188500482282,20366
DRG_394,Antibiotic,Europe,52048.0,8,16.27,53.08132242319673,4.109425523501099,80.95607000233481,24843
DRG_395,Antihistamine,Europe,,4,93.71,23.184915155660306,6.043044198214789,57.96974423857011,24835
DRG_396,Antihistamine,South America,52770.0,3,69.97,41.91904795759775,,98.40110860228694,22469
DRG_397,Antihistamine,Asia,29793.0,2,55.5,96.45195738131915,4.173829418004733,95.73746643638302,18188
DRG_398,Antidepressant,North America,35425.0,9,8.1,96.29060862637516,1.4431204368748152,58.347508951723455,23709
DRG_399,Antiviral,South America,68006.0,1,50.18,48.18616434020314,0.9355940691233555,56.05777306304927,19540
DRG_400,Painkiller,Asia,40146.0,7,43.74,23.448008715865925,0.166715505996331,54.27042414041327,14590
DRG_401,Antidepressant,Asia,34296.0,5,20.32,34.327595146254524,8.735342642452146,95.47218320183156,17983
DRG_402,Antihistamine,North America,58049.0,8,67.36,51.37742347468321,2.3647491223869457,59.68119048977304,20422
DRG_403,Antibiotic,North America,67785.0,4,97.26,95.82237583753839,2.1150674928176807,,24551
DRG_404,Antihistamine,North America,60784.0,7,58.41,31.295925082974794,7.360354004260655,72.44256828260015,19082
DRG_405,Antiviral,Europe,64940.0,5,72.9,81.08126749345698,3.2001611308739175,79.95055221067838,13954
DRG_406,Antihistamine,North America,38648.0,5,11.5,28.694603149975364,5.060446924118366,53.58676718737125,20283
DRG_407,Antibiotic,Asia,28672.0,9,44.68,98.50060619130215,1.625110652974563,61.3379308700258,20567
DRG_408,Antiviral,North America,72520.0,9,16.05,50.5293199287308,9.597457214619693,96.5745193459463,20929
DRG_409,Antihistamine,Asia,45159.0,9,63.22,82.01876311192449,8.515814000172373,95.42050536342848,24599
DRG_410,Antiviral,South America,46237.0,6,94.16,47.407286624890546,8.637896229650032,89.06453237028461,25094
DRG_411,Painkiller,Europe,69922.0,6,67.87,70.2135101727047,4.067737485720052,50.970062280910774,17028
DRG_412,Painkiller,South America,58343.0,5,12.3,35.36128677920294,,66.3503384248051,16919
DRG_413,Antihistamine,South America,56838.0,9,38.69,31.681681543757,1.4387615538978016,81.39793676714538,14799
DRG_414,Antiviral,Asia,,8,57.31,95.0451311654505,0.08619002591780278,63.759510588673784,23494
DRG_415,Antibiotic,South America,40347.0,7,43.3,93.41178223235468,0.19972932578028124,95.47933475268886,27244
DRG_416,Antihistamine,Asia,63917.0,7,84.2,90.99751521703058,5.8660173740456045,81.69447309162209,18424
DRG_417,Painkiller,North America,50855.0,6,82.39,70.03467601332747,4.553949052479408,53.59533586582228,18792
DRG_418,Painkiller,North America,54028.0,5,63.12,84.66145689730226,5.180153489085198,95.45027944178514,27333
DRG_419,Antihistamine,Asia,72927.0,4,40.48,25.52295495290999,0.07463140417219405,97.88833290881112,22527
DRG_420,Antiviral,North America,57617.0,3,29.26,46.78312335125433,4.226866196574257,53.88562091958627,22181
DRG_421,Painkiller,Europe,58074.0,3,15.06,45.096249980572495,7.180681612008608,76.61801174306575,14045
DRG_422,Antiviral,South America,66087.0,6,38.72,70.85162575620906,4.426937019674359,65.16821411070852,23393
DRG_423,Painkiller,Europe,44525.0,4,44.25,48.47662187765124,7.322192063122222,69.64195382407011,15354
DRG_424,Painkiller,South America,37411.0,6,69.2,31.880542531494463,2.330189643968348,58.982560897767094,14329
DRG_425,Antidepressant,North America,34327.0,3,67.53,67.7173660330835,8.131420044817254,78.90360510062062,18266
DRG_426,Painkiller,Europe,20504.0,4,11.66,85.15071365352652,5.884312404534523,97.89896766244453,17071
DRG_427,Antibiotic,North America,80843.0,9,42.55,50.56987955679786,2.107630994299062,75.15363001358045,18892
DRG_428,Antihistamine,South America,33451.0,5,22.27,30.581497207878535,2.367204758538329,54.145729069724055,12795
DRG_429,Antihistamine,Asia,46681.0,7,19.9,35.73505578502584,6.28030464569537,,24794
DRG_430,Antiviral,Asia,45847.0,2,83.59,38.99866441355072,8.299395932124433,67.01114972256285,25638
DRG_431,Painkiller,Europe,54611.0,5,8.98,43.9918074395629,4.156277820291551,92.7962594795649,10263
DRG_432,Antibiotic,North America,62236.0,9,44.82,71.42360564050473,2.5830042912759223,71.73390741582351,24892
DRG_433,Antiviral,North America,62907.0,3,20.98,68.07563876301752,8.670116069106005,59.64198044711228,15947
DRG_434,Antidepressant,Europe,41253.0,9,88.54,75.68638892536313,6.692682917508349,,24284
DRG_435,Antiviral,Asia,47493.0,6,57.92,49.00015876252105,4.480854872830765,88.43820903605803,19657
DRG_436,Antiviral,South America,54238.0,4,26.98,85.91981215039826,4.879001952793018,63.279379915368,20143
DRG_437,Painkiller,Europe,46269.0,7,52.73,36.32701289246082,2.042564679363964,88.36166970796114,19074
DRG_438,Antidepressant,South America,74110.0,8,74.49,57.52325980145231,6.268026300648439,60.29436553832997,26060
DRG_439,Antiviral,Asia,57364.0,6,96.02,84.07509772331443,3.5874251054288866,66.08431843506547,13802
DRG_440,Antibiotic,North America,61023.0,5,25.94,34.41269181860954,9.956451766743493,73.27434862198497,23039
DRG_441,Antibiotic,Asia,59943.0,6,89.19,28.789049099262634,4.801835152618878,97.15979248467254,25506
DRG_442,Antihistamine,Europe,67602.0,5,93.76,90.69471741503918,4.858856061896132,96.58657123769123,23581
DRG_443,Antidepressant,North America,52715.0,8,92.06,47.43437302073567,5.658517874106719,60.34359377111439,31623
DRG_444,Antidepressant,Europe,30547.0,1,65.36,74.70960999272256,9.167560031187467,67.91095206215364,17355
DRG_445,Antihistamine,Europe,55995.0,7,64.83,22.02788834111508,8.008180998597503,57.469969422688614,24786
DRG_446,Antiviral,Asia,40229.0,2,43.31,75.20375107275598,4.511300697978414,75.49925396567485,19469
DRG_447,Antidepressant,Europe,42070.0,9,76.48,45.28810492375764,7.186992659727959,73.02912753473333,26167
DRG_448,Antibiotic,Asia,58795.0,1,55.47,24.45926828699534,5.862354987807617,95.03800812253662,19961
DRG_449,Antibiotic,North America,68574.0,6,69.36,68.78502092384936,4.923670487012489,,18060
DRG_450,Painkiller,Asia,50319.0,9,45.7,39.26430528585386,1.9231577278435052,69.17836955036461,26530
DRG_451,Antidepressant,North America,,1,74.49,50.9445793641504,4.63936263454891,74.58689715094947,17542
DRG_452,Antiviral,Asia,75533.0,4,83.32,26.446464982921086,2.4581858702257464,,12936
DRG_453,Antihistamine,South America,53611.0,4,18.91,31.773060087595624,9.148421498516546,90.33539038725307,17415
DRG_454,Antihistamine,South America,89025.0,9,84.13,43.8381788396675,3.3540681349634696,50.18281556723247,23095
DRG_455,Antiviral,Europe,58482.0,5,56.33,27.180760044812573,9.522640145333723,66.00297820917913,26960
DRG_456,Painkiller,Asia,23588.0,5,85.24,92.86610117490522,5.3305529009471115,,20555
DRG_457,Antihistamine,Asia,61300.0,6,45.97,20.48376345471827,,61.48581418416158,26590
DRG_458,Antidepressant,North America,55717.0,1,205.04999999999998,58.708817509144914,5.429404444893278,59.97858079479694,39627
DRG_459,Painkiller,Europe,69346.0,1,91.93,29.859796650604117,,51.88922532978398,17783
DRG_460,Antidepressant,Asia,60097.0,9,28.86,44.61432715823588,3.7582121900794094,82.16848625348803,18557
DRG_461,Antibiotic,Europe,47923.0,3,85.2,94.08476478546123,,63.125514524158284,19427
DRG_462,Painkiller,South America,31635.0,4,50.98,32.93556426191895,6.229540441833818,52.61735892156565,20420
DRG_463,Antihistamine,Asia,46864.0,1,53.84,97.26658557746661,4.46874195200439,61.54896552640318,23454
DRG_464,Painkiller,Asia,37242.0,9,34.3,36.46355015915374,7.779849715709368,90.09569764180632,17775
DRG_465,Painkiller,Europe,41292.0,8,59.44,79.32528867734636,2.2047048099936983,92.57445908232734,20695
DRG_466,Painkiller,Asia,58828.0,2,35.9,63.73418119178494,,74.15331225966513,19774
DRG_467,Painkiller,Europe,75048.0,8,8.73,90.75829820774074,4.0633223096376785,70.80353352043431,15370
DRG_468,Antidepressant,Asia,55920.0,7,30.84,64.31946044025048,9.265853832183812,98.89268467508909,19431
DRG_469,Antibiotic,North America,32061.0,6,5.61,62.7647375325047,,60.0282329794035,19281
DRG_470,Antiviral,Europe,56669.0,1,97.94,35.63664002947199,4.189236247929187,60.76796414273042,19174
DRG_471,Painkiller,Asia,67949.0,7,96.75,33.2983489641327,5.172721697543105,64.59335885181999,20158
DRG_472,Antihistamine,South America,40853.0,7,42.54,93.31913208924114,0.8421301117709834,58.637865914054366,20378
DRG_473,Painkiller,Asia,47989.0,9,74.2,46.227055908002725,9.845758963761131,68.96827991020933,17838
DRG_474,Antihistamine,South America,50220.0,1,37.85,49.766580397031674,6.66407304694919,95.54171134948768,26363
DRG_475,Antidepressant,South America,38226.0,2,68.75,80.78589267427107,2.854040684634225,80.76739203142871,14152
DRG_476,Antihistamine,North America,59724.0,9,81.52,47.105878593824585,5.858083942152444,70.59732743061318,16395
DRG_477,Antiviral,Europe,48185.0,9,94.94,96.16499573112021,1.0948236606899397,96.72053972856074,33899
DRG_478,Antibiotic,Asia,56292.0,6,43.02,79.03422151990402,9.658366688075835,52.42321162379112,14810
DRG_479,Antihistamine,North America,36687.0,6,79.41,67.7943394058736,1.7478498788336594,60.51380889509307,13231
DRG_480,Antihistamine,Asia,43438.0,4,30.26,90.4716128435802,6.480303180552141,78.29443025508795,23672
DRG_481,Antibiotic,South America,60835.0,4,99.08,23.968472667958622,2.454544625389304,80.77763115965897,9614
DRG_482,Antiviral,Europe,,5,7.45,40.565015375136696,7.175613826485358,51.97787532813066,18823
DRG_483,Painkiller,Asia,75904.0,3,62.34,57.2029067376728,7.76821367240281,70.15193789535661,30729
DRG_484,Antihistamine,Asia,44005.0,1,67.65,38.158283157721684,6.734197289114326,82.45769824154364,12275
DRG_485,Antibiotic,South America,53370.0,1,70.36,79.51241498417215,6.144994602551925,,10090
DRG_486,Antidepressant,Asia,63988.0,7,16.44,93.53664248429801,8.924690939520117,81.90699512581347,12504
DRG_487,Antibiotic,Asia,28724.0,1,94.16,53.90160959447387,0.7862671098975804,66.02816121804622,24491
DRG_488,Antidepressant,South America,23587.0,1,22.21,47.37060800895159,,54.676006179895474,25623
DRG_489,Antiviral,North America,27115.0,3,64.16,96.9240585710053,2.48287479630846,71.3556223209667,17437
DRG_490,Painkiller,South America,68938.0,4,26.15,55.58819462620327,9.880139620654216,56.437721868402775,23416
DRG_491,Antibiotic,North America,41722.0,4,34.19,59.123872035942654,3.893897796668735,97.38118292603335,26951
DRG_492,Antihistamine,Europe,88372.0,2,56.91,48.13198978735243,7.326126992403987,73.75854330113141,28936
DRG_493,Antiviral,North America,41536.0,1,44.63,92.76387784097108,6.847251638810046,65.86295871784338,18768
DRG_494,Antibiotic,North America,52768.0,3,20.22,65.51643866254807,2.1208123747737773,88.315203555945,8492
DRG_495,Antihistamine,Europe,73131.0,4,21.24,80.97396697453158,2.3899768021155134,74.89742962911319,15895
DRG_496,Antibiotic,North America,80091.0,3,44.72,84.9445374680709,2.812845635530341,65.5017012006225,17865
DRG_497,Antidepressant,South America,80922.0,8,76.94,47.34792335338065,4.111272782593792,90.59838711954009,18705
DRG_498,Antibiotic,North America,68125.0,1,90.31,54.6955465056304,2.343250656505268,93.3576075500561,19060
DRG_499,Antibiotic,Europe,65360.0,2,12.99,87.87774195250117,0.19651482746847804,83.65040831443385,25594
DRG_500,Antibiotic,South America,,7,42.34,49.06042813406482,8.793930568071955,52.348221120383364,26372
DRG_501,Antiviral,Europe,61675.0,4,14.52,83.5148106761481,9.65609831380884,78.3161440083266,19141
DRG_502,Antibiotic,Europe,41732.0,8,6.58,95.27938580595497,3.4157038703156797,88.16474559986409,25492
DRG_503,Antihistamine,Asia,37727.0,3,67.86,69.85682984544056,3.3850687942547286,56.82515060417911,21788
DRG_504,Antidepressant,Asia,49949.0,6,62.23,79.33018299615111,0.07091812774370987,61.43353756923017,20322
DRG_505,Antidepressant,Europe,47447.0,9,20.49,84.4077849632908,6.8025068833037405,94.12475525340682,24532
DRG_506,Antibiotic,Europe,43201.0,1,27.21,87.60317191173141,8.254398957486288,51.0060860926537,20361
DRG_507,Antiviral,Europe,60445.0,1,7.25,51.604267028543674,1.4660830036000316,87.6363568912988,30289
DRG_508,Antiviral,Asia,64329.0,8,84.32,24.101076734079854,1.5966634936715074,73.68866462572115,12807
DRG_509,Antihistamine,Asia,51326.0,3,97.6,52.15010169893916,7.900832499714378,72.33860794198034,17424
DRG_510,Antibiotic,North America,72162.0,5,17.87,73.90049838272718,6.162907483541447,50.35482662474436,19367
DRG_511,Antidepressant,North America,32874.0,1,26.99,56.028030862463424,0.4486055762771701,90.96991154832463,22197
DRG_512,Antiviral,Europe,47095.0,5,87.5,79.91705206883188,6.225469904622817,67.99124503182833,26339
DRG_513,Antibiotic,South America,39247.0,6,93.01,48.55859435749311,3.0891772284376606,77.03828156502715,19878
DRG_514,Antiviral,South America,22001.0,8,44.86,70.77953128832236,3.6872515547084594,83.86503431678298,12888
DRG_515,Antiviral,Asia,48759.0,3,9.81,34.913584388317965,7.697314182968801,85.1314788218958,24212
DRG_516,Antidepressant,Asia,48173.0,3,8.74,79.94955493159655,8.109351926726106,97.79900294130361,23774
DRG_517,Painkiller,Asia,72701.0,9,59.53,63.655677505042064,4.003566268398306,76.56699766183046,10290
DRG_518,Antihistamine,Europe,59462.0,4,42.33,36.325151083728045,9.471529360063547,69.98597754872138,19980
DRG_519,Antihistamine,South America,34637.0,4,7.72,43.35289387982458,4.0646271795207225,97.68518132458539,12049
