timestamp,zone_id,machine_id,machine_type,operator_shift,temperature_C,vibration_level,sound_db,pressure_psi,runtime_minutes,power_consumed_kWh,machine_status
2025-06-01 06:08:00,Z2,M1368,Conveyor,Evening,65.59986216746644,3.363370475897438,67.92686964512227,145.2663435456686,5838,1.19,Warning
2025-06-01 06:09:00,Z3,M1369,Motor,Evening,69.45588708048085,0.11834887030055574,89.40320893523055,113.88875061053298,5166,2.91,OK
2025-06-01 06:10:00,Z2,M1370,CNC,Evening,71.42590694111513,4.7727890071639205,69.65036748190171,143.38797164444264,5489,4.53,OK
2025-06-01 06:11:00,Z3,M1371,Conveyor,Night,45.094784838513874,3.9633146584668935,82.53808218834979,165.65992332740598,4896,4.26,OK
2025-06-01 06:12:00,Z3,M1372,Drill,Night,44.02712392905072,2.449262220069204,74.80806316093775,164.70551124751745,130,2.04,OK
2025-06-01 06:13:00,Z2,M1373,CNC,Night,48.086745020783496,2.7249984847488227,68.36712229251617,149.9592846885486,1293,4.21,OK
2025-06-01 06:14:00,Z2,M1374,CNC,Evening,61.91313591555765,4.880800333235622,66.91679957376242,172.43219857929364,60,5.6,OK
2025-06-01 06:15:00,Z2,M1375,Drill,Evening,56.652432427898695,1.8068430785445517,69.96915130012806,171.25215303730883,2211,2.41,OK
2025-06-01 06:16:00,Z1,M1376,Conveyor,Evening,45.36644151115577,4.941278024493431,74.404308745793,136.9083099985124,1548,2.31,Fail
2025-06-01 06:17:00,Z1,M1377,Motor,Night,71.6297131577947,2.621941895120568,79.8138968511054,111.98950862854483,4367,3.64,OK
2025-06-01 06:18:00,Z1,M1378,Motor,Evening,64.2456723020472,4.133994079165375,71.23206656407667,154.76084770026972,1781,1.85,OK
2025-06-01 06:19:00,Z3,M1379,Conveyor,Morning,62.53393487056281,3.130146308368481,70.93270606575744,131.33406084948984,5363,4.08,OK
2025-06-01 06:20:00,Z2,M1380,CNC,Morning,56.130160422390965,6.349790769976778,67.95075884078341,153.59371502248226,5553,5.08,OK
2025-06-01 06:21:00,Z3,M1381,CNC,Evening,54.3265784645164,1.6689114148387114,65.44766286831822,183.63824633879747,37,3.03,OK
2025-06-01 06:22:00,Z1,M1382,CNC,Morning,47.38003257286535,2.140076066134599,64.7784718419819,160.93730039677743,5990,4.24,OK
2025-06-01 06:23:00,Z2,M1383,CNC,Morning,74.00610438806007,0.7408117834667536,82.90423134351681,182.40639273054325,5438,4.09,Warning
2025-06-01 06:24:00,Z3,M1384,Conveyor,Night,49.4476067752022,1.3548642494560186,70.76928732303303,124.71300497458574,3631,0.71,Warning
2025-06-01 06:25:00,Z2,M1385,CNC,Evening,63.14085700039225,4.0696921615417745,71.47779280355387,177.1863934670173,2664,1.51,Warning
2025-06-01 06:26:00,Z3,M1386,Drill,Evening,84.9301559440805,5.400245458297592,69.66709933615319,191.91494829129167,473,5.41,OK
2025-06-01 06:27:00,Z2,M1387,CNC,Night,55.01613382965974,4.2397213055404155,72.46514968057902,151.60805016770064,58,5.66,OK
2025-06-01 06:28:00,Z1,M1388,Motor,Morning,74.41053211078791,2.9919127504097003,77.96859339458747,208.05133484244223,2636,4.79,OK
2025-06-01 06:29:00,Z1,M1389,CNC,Morning,68.53063524053509,1.6595782475159195,71.10495343064302,128.56421970678485,2614,5.57,Warning
2025-06-01 06:30:00,Z2,M1390,Conveyor,Evening,64.6720134489158,4.347628007440726,76.44591909944457,134.0291532560137,2614,2.18,OK
2025-06-01 06:31:00,Z3,M1391,Motor,Morning,66.4552266285713,1.5770971422212434,86.34566791598112,166.24838876071172,4999,1.86,Warning
2025-06-01 06:32:00,Z1,M1392,Conveyor,Night,58.57640146093605,0.9765723985413608,68.44268787050235,151.36163862075472,4478,2.61,OK
2025-06-01 06:33:00,Z1,M1393,Conveyor,Night,60.521639531901606,2.537296000185143,71.48425384007832,131.4273166804693,1411,0.8,OK
2025-06-01 06:34:00,Z1,M1394,Motor,Evening,51.77829077661413,-0.05091092533274422,80.12848215529446,165.4776019153942,84,4.95,OK
2025-06-01 06:35:00,Z2,M1395,Conveyor,Night,60.621856817011334,0.9279226881716269,86.9783693374554,158.88853783330984,1533,5.91,OK
2025-06-01 06:36:00,Z2,M1396,Conveyor,Night,51.221610063247546,5.828985503824231,65.06151777699039,135.34308308669378,3797,5.03,OK
2025-06-01 06:37:00,Z3,M1397,CNC,Evening,75.08482639614896,0.649787363312397,61.393567801217344,154.7262906511093,2674,3.55,OK
2025-06-01 06:38:00,Z3,M1398,Drill,Night,34.50753856982334,1.217777428431283,74.99514919302166,168.97563801577314,2873,2.12,OK
2025-06-01 06:39:00,Z3,M1399,Conveyor,Night,67.21579936688224,3.1077493615599967,74.16898482422556,134.7885303375372,3120,1.59,OK
2025-06-01 06:40:00,Z2,M1400,Conveyor,Night,65.0488005213342,3.1858558200450227,80.60135436932879,10.0,1090,2.5,OK
2025-06-01 06:41:00,Z2,M1401,Conveyor,Morning,63.690239462640506,2.6480635539317188,79.38048277296811,128.32391931196634,2834,4.17,OK
2025-06-01 06:42:00,Z3,M1402,CNC,Evening,75.36748423298229,-0.005060623336672787,74.72829419300581,133.15439047562882,4224,2.96,OK
2025-06-01 06:43:00,Z3,M1403,Drill,Evening,55.70814614935579,4.272733991456684,83.39371882693433,177.78968283050693,2076,20.0,OK
2025-06-01 06:44:00,Z2,M1404,Motor,Evening,63.83150766858075,2.335419900363005,69.55185876117872,165.34365732766076,5664,5.2,OK
2025-06-01 06:45:00,Z3,M1405,CNC,Morning,34.251871677203205,4.830674283262352,120.0,,3190,1.06,OK
2025-06-01 06:46:00,Z1,M1406,CNC,Morning,53.770246767971656,2.0327735677067293,65.27434216948544,140.64438437393665,4787,1.22,OK
2025-06-01 06:47:00,Z2,M1407,Drill,Evening,,4.473741508710865,74.66297379059746,162.242419364829,4228,4.22,OK
2025-06-01 06:48:00,Z3,M1408,Drill,Morning,39.91257396695278,4.9441251736191525,63.31094689167975,153.47164042970846,1208,1.77,OK
2025-06-01 06:49:00,Z2,M1409,CNC,Evening,62.39615050576117,2.2995865863692697,66.0732516241896,165.45510612959882,3577,4.85,OK
2025-06-01 06:50:00,Z1,M1410,Motor,Morning,49.83724392174304,4.32067529115847,88.67561469991936,152.8995414945574,4741,3.75,Warning
2025-06-01 06:51:00,Z2,M1411,CNC,Night,58.335195423423976,1.0071829828254042,60.40369945715544,146.68505816301666,2581,1.76,OK
2025-06-01 06:52:00,Z2,M1412,Drill,Night,50.73483766857604,3.3955342306042406,73.26678643668193,145.92094660406894,5708,3.13,OK
2025-06-01 06:53:00,Z2,M1413,Motor,Evening,41.29206593559854,4.833341562532259,81.61772098179735,177.2794828398634,3787,2.73,OK
2025-06-01 06:54:00,Z2,M1414,Drill,Morning,65.79004972439701,3.7777392689461857,92.77084465351543,167.37348966076559,515,5.3,Warning
2025-06-01 06:55:00,Z1,M1415,Motor,Morning,59.25604856962881,6.609335884279859,76.41660033412839,160.11859509363654,5959,0.68,OK
2025-06-01 06:56:00,Z2,M1416,Conveyor,Night,69.18943679530798,3.8615369884367334,76.87376100850153,152.22082747251943,2212,5.43,OK
2025-06-01 06:57:00,Z2,M1417,Drill,Night,71.91656861998291,2.4520931210887484,75.31748305398199,136.27953271549455,2974,4.09,Warning
2025-06-01 06:58:00,Z3,M1418,Drill,Morning,78.37888105633522,7.261329589502247,83.4578752374733,142.33115839596152,932,4.56,OK
2025-06-01 06:59:00,Z2,M1419,CNC,Morning,62.00230118163997,5.450551526021325,78.45362852190318,176.61677811092193,1663,0.51,Warning
2025-06-01 07:00:00,Z3,M1420,Drill,Morning,79.02931536904812,0.5956386573024046,70.39929770565692,174.2625623634054,556,3.96,OK
2025-06-01 07:01:00,Z1,M1421,Drill,Morning,45.36338238913569,1.823754592607528,83.92409353142982,133.78568925761417,1671,3.74,Warning
2025-06-01 07:02:00,Z1,M1422,Conveyor,Morning,73.63439743842197,1.4427628394380148,71.30247427321738,152.49799619312253,992,3.45,OK
2025-06-01 07:03:00,Z1,M1423,Drill,Morning,66.8908562449178,3.9684444067635836,62.212031039328004,162.46168306535162,1628,4.82,OK
2025-06-01 07:04:00,Z1,M1424,Conveyor,Evening,63.4963897877218,3.856737055225183,62.23740366851538,160.82961028516658,1691,3.56,OK
2025-06-01 07:05:00,Z3,M1425,Conveyor,Morning,66.67098351244675,3.8451778985932483,73.39145482860253,160.6370670765858,4852,5.21,OK
2025-06-01 07:06:00,Z2,M1426,Conveyor,Night,45.58891682496807,0.5551358107515738,75.8243325261711,122.1981295405816,1104,1.78,OK
2025-06-01 07:07:00,Z1,M1427,Conveyor,Evening,42.04879785112466,2.0428626800924263,82.64503418438991,120.71289778630474,1270,4.93,Warning
2025-06-01 07:08:00,Z2,M1428,Motor,Morning,85.64742279115498,2.776072117914534,80.12653129424882,179.25486858403283,2902,1.49,Warning
2025-06-01 07:09:00,Z3,M1429,CNC,Night,57.46916732704094,0.2671191760189169,75.63880756165075,187.72562997229636,4744,4.97,OK
2025-06-01 07:10:00,Z3,M1430,Motor,Evening,,1.6922583501631638,83.09208393145882,112.96197152391358,1409,5.67,Warning
2025-06-01 07:11:00,Z3,M1431,Drill,Night,150.0,5.034650565248598,75.10190325304761,149.30599658388343,3646,2.35,OK
2025-06-01 07:12:00,Z1,M1432,Motor,Morning,37.77332541754745,0.6688860030456176,64.67611173776042,170.35126993333307,5087,3.41,OK
2025-06-01 07:13:00,Z2,M1433,Motor,Morning,58.675216817815766,5.182890740577721,62.932381424179546,94.90553740600637,1330,4.12,OK
2025-06-01 07:14:00,Z2,M1434,Drill,Morning,54.876181177369084,4.636723638803254,85.22950166084526,123.16655354802388,4723,0.94,OK
2025-06-01 07:15:00,Z2,M1435,Drill,Morning,60.02601535113676,2.5638941702932785,57.0381616687835,147.69507444682174,2054,0.0,OK
2025-06-01 07:16:00,Z3,M1436,Drill,Evening,61.30730910573262,2.026690500948473,73.39407475432665,135.0690335985446,953,2.48,OK
2025-06-01 07:17:00,Z1,M1437,Motor,Evening,97.3419162189104,4.247741433217951,98.8543479500402,155.2285875286387,1842,5.3,Warning
2025-06-01 07:18:00,Z3,M1438,Motor,Night,54.92130028891568,1.8183897586565538,78.67386755448399,186.7620506920922,2802,5.32,OK
2025-06-01 07:19:00,Z3,M1439,Drill,Morning,83.6991016191517,1.8930030750808142,73.33165743616907,128.68005931216916,9,4.35,Warning
2025-06-01 07:20:00,Z2,M1440,CNC,Night,84.63036322567417,2.964197393992907,61.524307466774566,151.25682228288437,5692,4.11,OK
2025-06-01 07:21:00,Z3,M1441,CNC,Evening,71.30436427907976,-0.1953503936803771,87.93896454506573,141.38009692514544,2609,4.54,OK
2025-06-01 07:22:00,Z2,M1442,Conveyor,Morning,56.47310501176332,0.8250366023974407,84.71062296555566,153.40913270182847,121,2.51,OK
2025-06-01 07:23:00,Z1,M1443,Drill,Morning,39.57791495800906,2.5265081264977756,80.47837529870718,150.14500297790235,4782,2.72,Warning
2025-06-01 07:24:00,Z2,M1444,Conveyor,Evening,67.1691581600086,3.713544048318899,74.99552213618549,215.92995497831356,2560,3.55,OK
2025-06-01 07:25:00,Z1,M1445,CNC,Evening,75.28218119551417,1.797639092881982,79.57609797553101,187.2394364711895,3037,5.66,OK
2025-06-01 07:26:00,Z2,M1446,Conveyor,Evening,86.21531196424476,2.7035842829674763,73.81103153116918,110.47661198406921,440,4.48,OK
2025-06-01 07:27:00,Z3,M1447,Drill,Evening,45.75063068629827,0.5798108877935517,67.21391271612535,127.49663092568728,2749,3.53,OK
2025-06-01 07:28:00,Z3,M1448,Drill,Evening,56.34710416222099,4.39872577840548,82.6506794520385,130.55356854478464,590,4.74,OK
2025-06-01 07:29:00,Z1,M1449,Drill,Morning,45.842031143657294,3.3301234943414726,74.59473074734233,119.14311289680498,1368,2.54,OK
2025-06-01 07:30:00,Z1,M1450,Motor,Evening,50.49783011344616,3.4628188539588254,79.1755517172703,115.79092548027162,1989,4.52,OK
2025-06-01 07:31:00,Z1,M1451,Conveyor,Morning,69.9658130135344,3.7323759269773427,74.03101407552187,145.54083938263045,1361,2.76,OK
2025-06-01 07:32:00,Z2,M1452,CNC,Morning,49.810428459513965,3.1171912552421785,78.69455505637475,131.50781089970897,3773,2.04,OK
2025-06-01 07:33:00,Z2,M1453,CNC,Evening,47.63593234024486,2.2743408621390016,74.884058154738,127.73015833835089,5303,3.85,OK
2025-06-01 07:34:00,Z1,M1454,CNC,Evening,71.95493795583411,4.694481823080462,74.25960118328366,200.5118494273199,2064,4.28,OK
2025-06-01 07:35:00,Z3,M1455,Motor,Morning,66.7610818506532,3.2353217216411596,75.23991676382016,133.228059481008,5502,3.03,OK
2025-06-01 07:36:00,Z2,M1456,Motor,Evening,65.25016796902761,2.751420856989863,98.68695752370436,138.92080680466998,2415,3.61,Warning
2025-06-01 07:37:00,Z2,M1457,Drill,Evening,50.206689627014015,2.987018019119244,81.4192558878555,168.53641217481538,2951,4.32,OK
2025-06-01 07:38:00,Z2,M1458,CNC,Evening,79.39534917322052,2.9550524002668896,95.68846333519618,138.83678819813966,5435,4.72,OK
2025-06-01 07:39:00,Z1,M1459,Motor,Night,60.21735295979687,2.736351594112032,74.93518068793453,120.85816223870742,5616,5.43,OK
2025-06-01 07:40:00,Z1,M1460,Drill,Morning,95.70285208132154,3.6691595437618614,72.52753624508384,143.55150740370672,2768,2.45,OK
2025-06-01 07:41:00,Z1,M1461,CNC,Night,62.41749254205067,1.596209666816447,66.4064235329962,200.21833557240257,3416,5.73,OK
2025-06-01 07:42:00,Z1,M1462,Conveyor,Evening,24.999782372292593,,87.82584957298047,137.96394774337688,1576,4.01,OK
2025-06-01 07:43:00,Z1,M1463,Drill,Night,24.331866978346966,3.8388955341429534,67.75852074280715,127.20583160425375,5003,4.83,OK
2025-06-01 07:44:00,Z3,M1464,Motor,Evening,69.35924912768203,2.7821409889083055,89.47648605909352,160.50575827122555,114,4.35,Warning
2025-06-01 07:45:00,Z3,M1465,Motor,Night,79.50741228496209,4.457089653214644,66.87049335383762,142.35213780850074,1368,1.63,OK
2025-06-01 07:46:00,Z1,M1466,Drill,Evening,48.24257805114226,3.6133185009477957,82.09327894905941,218.47485319182613,138,0.89,OK
2025-06-01 07:47:00,Z2,M1467,Drill,Night,91.51468159165726,2.171058134885652,62.27194013221083,130.32757620683498,4923,4.49,OK
2025-06-01 07:48:00,Z1,M1468,Motor,Night,84.94498405491154,3.862644544693012,71.46435438727468,193.34326800525125,4941,3.31,OK
2025-06-01 07:49:00,Z3,M1469,Conveyor,Night,63.15820145161722,4.795786436938403,75.1766522355706,179.08473874722614,3373,4.36,OK
2025-06-01 07:50:00,Z3,M1470,CNC,Morning,68.09180913534198,3.670469334181881,70.22007187437211,140.46636742195267,5648,3.12,OK
2025-06-01 07:51:00,Z2,M1471,Conveyor,Night,73.41795326082774,3.9983774146001947,73.64538718532832,149.91211763359007,1315,2.22,OK
2025-06-01 07:52:00,Z3,M1472,Drill,Morning,88.34992345980773,2.742343724094895,73.68363915536911,124.2530035363872,73,2.07,OK
2025-06-01 07:53:00,Z1,M1473,Conveyor,Evening,70.23203950118372,4.489559824320754,81.4554684002405,136.5389617594247,3846,4.52,OK
2025-06-01 07:54:00,Z2,M1474,Motor,Night,62.81897478406724,2.1289643776055343,58.30598568810607,140.28885425994164,483,2.02,OK
2025-06-01 07:55:00,Z1,M1475,Drill,Evening,70.08451796379973,3.507814538610775,70.49664217577549,153.9463382752614,4111,4.43,OK
2025-06-01 07:56:00,Z1,M1476,CNC,Evening,68.0604042217384,6.854259228653899,85.03709078216765,114.68299685064844,1549,2.61,OK
2025-06-01 07:57:00,Z2,M1477,Motor,Night,73.86615280912491,3.80832158403849,79.49983938653276,157.7871167584073,1359,4.74,Fail
2025-06-01 07:58:00,Z1,M1478,Motor,Morning,36.44965060380695,,85.1702900970161,146.35328946758378,1896,1.29,OK
2025-06-01 07:59:00,Z3,M1479,CNC,Night,64.73780174921183,2.3650616374629005,81.07031483818147,159.95269502532082,5246,1.63,OK
2025-06-01 08:00:00,Z1,M1480,CNC,Evening,66.90660761369604,2.892987454064483,66.33187914392151,163.68266605610896,4224,4.27,Warning
2025-06-01 08:01:00,Z2,M1481,Conveyor,Evening,58.90729249421742,4.276868672594116,120.0,144.35161390360537,510,3.58,OK
2025-06-01 08:02:00,Z2,M1482,Drill,Night,71.76249666326338,3.2186662637510732,75.80154240074211,162.20494442228215,422,1.62,OK
2025-06-01 08:03:00,Z2,M1483,CNC,Morning,88.81751430853562,2.027208280142405,5.0,147.82059596435172,2432,5.47,OK
2025-06-01 08:04:00,Z1,M1484,CNC,Morning,62.0732569665666,2.024554510816965,81.41731665995528,168.58682473570164,1906,2.02,OK
2025-06-01 08:05:00,Z2,M1485,Drill,Evening,70.37581621061535,3.2280739965344702,79.1869392614208,157.90314540899308,4327,2.82,OK
2025-06-01 08:06:00,Z2,M1486,CNC,Evening,84.0939714067733,3.0635924801081864,80.35539410673049,154.52603752865105,958,1.61,OK
2025-06-01 08:07:00,Z1,M1487,CNC,Morning,62.42346758912783,3.6824642536785315,78.750764333333,,824,2.63,OK
2025-06-01 08:08:00,Z3,M1488,Conveyor,Night,46.67305196461786,4.3762348436773415,78.53440902196859,182.3953978237503,64,3.2,OK
2025-06-01 08:09:00,Z1,M1489,Motor,Evening,69.23668273631887,7.091039553614248,72.86965304482464,160.12963073237557,4928,2.12,Warning
2025-06-01 08:10:00,Z2,M1490,Motor,Morning,26.97500794802886,0.8069497248485993,79.28378309616001,116.96343817503504,4710,4.73,OK
2025-06-01 08:11:00,Z2,M1491,Motor,Evening,25.5244944305598,4.030293190929662,82.58773344218156,138.20123076840298,3348,2.67,OK
2025-06-01 08:12:00,Z1,M1492,Motor,Night,64.99518070674387,3.147461562582435,83.48262455225668,144.28537979182911,800,4.51,Warning
2025-06-01 08:13:00,Z3,M1493,CNC,Morning,24.825444253772005,0.23313565333411734,82.51293455682811,149.97192099235485,277,1.64,OK
2025-06-01 08:14:00,Z2,M1494,Drill,Evening,40.272483863577136,4.874296085477591,87.06450916921658,154.41768378066268,1717,2.57,Fail
2025-06-01 08:15:00,Z2,M1495,Drill,Night,54.29852154734516,3.631759839872921,83.9831369864314,126.39458214307972,2413,0.54,OK
2025-06-01 08:16:00,Z2,M1496,Conveyor,Evening,49.1787547538117,4.199709439230235,80.02814331280616,148.30005348962686,1238,4.67,OK
2025-06-01 08:17:00,Z1,M1497,Conveyor,Night,57.78290244679324,0.4508715823534759,65.85071360269038,142.14696631862824,4523,3.94,OK
2025-06-01 08:18:00,Z2,M1498,CNC,Night,76.69305211152745,2.6693746087526873,65.85385341736733,177.118606068849,5620,5.0,OK
2025-06-01 08:19:00,Z3,M1499,Drill,Morning,63.577212170458964,1.381204582658556,73.0149247739092,125.1230422669681,1486,3.01,OK
2025-06-01 08:20:00,Z2,M1500,Drill,Night,47.41019397330811,6.244651414020918,75.37402948838175,149.56553499979586,4681,4.9,Fail
2025-06-01 08:21:00,Z2,M1501,Motor,Evening,80.31661609176413,4.716825518616572,86.1840122496261,132.8653721914885,3298,4.06,OK
2025-06-01 08:22:00,Z3,M1502,CNC,Night,38.56714145183713,1.978548325071807,52.7623449136357,196.57489788799484,4470,0.52,OK
2025-06-01 08:23:00,Z2,M1503,CNC,Night,63.32825263158149,0.6950416485755966,66.73434989805523,181.41534006633702,5619,1.9,Warning
2025-06-01 08:24:00,Z1,M1504,Motor,Morning,36.89871037482443,3.2910825995756325,73.44623268428131,108.94105211523505,2995,3.22,OK
2025-06-01 08:25:00,Z1,M1505,CNC,Night,63.78476858595809,4.63863300344154,67.02513897093849,130.09465787285654,92,3.9,OK
2025-06-01 08:26:00,Z1,M1506,CNC,Night,55.220588941611034,0.3974195918461061,68.61514129303788,171.773082301693,3531,0.86,Warning
2025-06-01 08:27:00,Z3,M1507,Conveyor,Evening,76.23356867289552,1.6023379935102455,71.00670323291651,161.43207620108004,5696,4.38,OK
2025-06-01 08:28:00,Z2,M1508,Drill,Morning,70.81034206791344,1.341622936479062,67.43339308740585,160.64829456615786,5009,3.49,OK
2025-06-01 08:29:00,Z1,M1509,CNC,Morning,51.192910020125055,4.300419248865881,68.82060538067618,154.77131764398973,5441,3.39,Warning
2025-06-01 08:30:00,Z3,M1510,Conveyor,Morning,48.31590538775638,2.445256367183231,85.90586050955562,173.77999712669785,1840,2.11,OK
2025-06-01 08:31:00,Z2,M1511,Drill,Night,55.27354900451836,2.508095216433742,79.91454672129584,169.52441510993648,3527,3.77,OK
2025-06-01 08:32:00,Z3,M1512,Motor,Morning,88.1335719005151,3.2619820209584516,81.11154675793603,142.7360965070125,5397,0.65,OK
2025-06-01 08:33:00,Z1,M1513,Conveyor,Night,84.2860272166212,1.6825787815064788,74.72701794033635,120.01853750182683,1621,0.86,OK
2025-06-01 08:34:00,Z1,M1514,Conveyor,Night,45.47597721947024,0.8344698949086529,83.0888417013741,107.74836847017133,1561,4.54,Warning
2025-06-01 08:35:00,Z1,M1515,Drill,Evening,72.00338007002023,5.054527743540428,81.78238654378228,147.4090318690725,5849,2.27,OK
2025-06-01 08:36:00,Z3,M1516,Motor,Evening,-20.0,5.193728562719391,79.78830331552288,104.00245839390598,1416,2.41,OK
2025-06-01 08:37:00,Z3,M1517,Conveyor,Evening,53.289863084139526,3.269373689194768,69.76668755886311,300.0,2964,1.65,OK
2025-06-01 08:38:00,Z1,M1518,CNC,Evening,46.08653470706312,3.37823325850143,71.463702812881,142.29921154706474,4190,2.95,OK
2025-06-01 08:39:00,Z3,M1519,CNC,Evening,76.03919186358661,4.891520964870011,83.46504078985895,198.59777591153596,5875,0.79,OK
2025-06-01 08:40:00,Z1,M1520,CNC,Night,40.63923720317382,3.23498033490561,70.86613006839237,158.57823181230768,5054,2.15,Warning
2025-06-01 08:41:00,Z1,M1521,Motor,Night,66.44025353133708,2.3713831410845314,64.69180690988435,149.26937051094203,1130,3.4,OK
2025-06-01 08:42:00,Z2,M1522,Conveyor,Morning,60.010651823489454,3.0590086901661944,70.71185540188817,109.59575700674176,1413,3.06,OK
2025-06-01 08:43:00,Z3,M1523,CNC,Night,57.36826755405735,5.089752955751209,87.47524545775295,118.44197286709989,5879,6.0,OK
2025-06-01 08:44:00,Z1,M1524,Motor,Night,85.07374426116597,3.0799825026432086,70.71970668486722,167.03385355665674,3597,2.64,OK
2025-06-01 08:45:00,Z1,M1525,CNC,Evening,86.39545788501466,1.9959261980196712,77.62123833589354,142.17258347527334,3744,2.63,OK
2025-06-01 08:46:00,Z3,M1526,Drill,Night,57.83410772320543,3.220503073927646,70.07449659702841,213.38439370098752,2118,3.27,OK
2025-06-01 08:47:00,Z2,M1527,Conveyor,Evening,54.81125549100009,3.9843347063036463,81.10740443588293,147.92371762911847,663,1.55,OK
2025-06-01 08:48:00,Z2,M1528,Conveyor,Morning,37.39690021795249,3.804380242358548,79.29439352562417,154.22305700346885,5064,5.32,OK
2025-06-01 08:49:00,Z1,M1529,Motor,Morning,59.93611519141185,3.829235922107414,63.0705220706771,117.0775754630518,2634,3.65,OK
2025-06-01 08:50:00,Z3,M1530,Motor,Night,89.29954883618987,1.7599834812998547,77.14425589668784,173.6857891378829,2774,1.56,OK
2025-06-01 08:51:00,Z2,M1531,Conveyor,Morning,58.068969907081154,4.155155349837685,61.53930490161146,126.85697781460559,3969,4.86,OK
2025-06-01 08:52:00,Z3,M1532,CNC,Night,70.93138924715669,3.0426989088184335,70.56745762056872,163.1103020477672,5262,0.69,OK
2025-06-01 08:53:00,Z3,M1533,CNC,Morning,39.03754014121104,1.9323132487958175,74.90852866694098,170.2948328542657,3490,5.9,Warning
2025-06-01 08:54:00,Z1,M1534,Drill,Evening,53.47837605399597,4.14322757047805,89.77492732369997,152.37983147670064,1571,5.26,OK
2025-06-01 08:55:00,Z2,M1535,CNC,Evening,66.93697958703976,2.319541726624854,77.54329972079341,193.92427339093257,1523,3.69,Fail
2025-06-01 08:56:00,Z1,M1536,Motor,Evening,61.58793597072079,0.6385539771666702,68.86331130189566,134.73242320874377,987,1.11,OK
2025-06-01 08:57:00,Z2,M1537,Motor,Evening,72.37001001615843,1.499096428334517,72.4623191798672,191.88850532803872,3238,1.68,OK
2025-06-01 08:58:00,Z2,M1538,CNC,Night,50.95992173162004,2.7275446004293755,82.39357419554003,118.22634953500244,5321,2.04,Fail
2025-06-01 08:59:00,Z2,M1539,Motor,Morning,33.75017176764502,3.8674534231669186,68.97186526608026,169.9757122969909,3845,1.83,OK
2025-06-01 09:00:00,Z2,M1540,Conveyor,Night,76.83135345483406,1.7038950718678634,83.77582798401193,146.4396629677136,5304,3.24,Warning
2025-06-01 09:01:00,Z2,M1541,Conveyor,Evening,45.95776066093637,2.639006309343698,70.81558977562084,132.2966852221683,3693,5.7,OK
2025-06-01 09:02:00,Z3,M1542,CNC,Night,67.59906041252975,1.175089152505413,67.67744675590306,108.4680312816996,98,2.94,OK
2025-06-01 09:03:00,Z1,M1543,Conveyor,Morning,66.76285299732623,4.473049374359716,71.07197631277784,143.48327140207968,2288,4.14,OK
2025-06-01 09:04:00,Z3,M1544,Conveyor,Night,35.04370207452012,5.5759966709333275,62.06972476729544,141.90462299548238,1514,4.29,OK
2025-06-01 09:05:00,Z2,M1545,Drill,Morning,75.73688125860038,5.4139237867324805,57.619384150792314,154.32265557386145,4297,5.29,OK
2025-06-01 09:06:00,Z1,M1546,Drill,Night,51.50149208206546,4.447469325729207,74.33971688543313,168.12037440776848,633,0.69,OK
2025-06-01 09:07:00,Z2,M1547,Conveyor,Morning,60.825819329804425,4.293764935680392,74.46161697325152,129.78834567236638,4841,2.72,OK
2025-06-01 09:08:00,Z1,M1548,CNC,Morning,54.627261540516656,-0.107819286604804,77.05169427629333,193.956692029265,4585,4.82,OK
2025-06-01 09:09:00,Z3,M1549,Drill,Evening,84.33887253349363,3.2657598483301578,74.30020652219542,136.53663219235955,578,4.98,OK
2025-06-01 09:10:00,Z1,M1550,Motor,Morning,80.15235312276094,2.255861064510138,93.63402499284658,165.054849475685,3959,5.6,OK
2025-06-01 09:11:00,Z1,M1551,Motor,Evening,32.81498124343916,4.320699541567351,76.34727474618158,152.25418458158208,272,4.37,Warning
2025-06-01 09:12:00,Z1,M1552,Motor,Evening,93.88240682862283,-0.8063968135219932,63.98829715106716,145.03225715861043,5338,1.85,OK
2025-06-01 09:13:00,Z1,M1553,CNC,Evening,49.82539901227206,3.289451554155267,66.04068115437933,151.0014295566258,4881,3.28,Warning
2025-06-01 09:14:00,Z1,M1554,Conveyor,Night,91.53655015472756,2.678334324251396,75.00243735478982,126.4928120457349,3954,0.68,Warning
2025-06-01 09:15:00,Z2,M1555,Motor,Night,56.15685641790023,4.677644899397107,71.51658705953224,140.31084668568923,3927,4.06,OK
2025-06-01 09:16:00,Z1,M1556,CNC,Night,54.88624940862098,5.321980580512108,65.17216082269229,116.50611866759627,452,3.55,OK
2025-06-01 09:17:00,Z1,M1557,Drill,Night,56.29008400383266,1.6067309744808476,74.52921533893709,136.26824159699325,1175,4.17,OK
2025-06-01 09:18:00,Z3,M1558,Conveyor,Morning,53.988155325307645,1.6744343461547773,74.64620616494126,138.33332682455153,4911,5.62,OK
2025-06-01 09:19:00,Z1,M1559,Drill,Morning,97.86594806734833,3.3457449318175705,87.76554986797372,171.13053406928358,413,4.28,OK
2025-06-01 09:20:00,Z3,M1560,CNC,Night,58.85455201019049,5.600644037282312,67.67128234302324,141.7018701663236,1550,2.26,OK
2025-06-01 09:21:00,Z2,M1561,Motor,Morning,55.46555351191966,3.090217015924524,71.65817755273461,138.7979594065657,4526,1.59,OK
2025-06-01 09:22:00,Z1,M1562,Motor,Morning,61.15516136239416,1.0812578769685044,87.74093111276505,155.50100416635098,4990,5.2,OK
